# Movsim.org example data for fuel consumption modeling
# Source: Ostfalia Hochschule - Institute of Traffic Management http://www.ostfalia.de/cms/en/ifvm
# Wednesday,22,April,2009,12:32:39
# 03G 906 021 KH ,,"R4 1,9L EDC G000SG  8984",,
#,Group A:,'015,,,,Group B:,'006,,,,Group C:, Not Running,,,,,,,Gemessener,,,
#,,UPM,Drehmoment,Kraftstoffverbr,Drehmoment,,Drehzahl,Bin/Bits,Last,Bin/Bits,,,Zeitschritte,Zeit,Zeit,Weg,Geschwindigkeit,Beschleunigung,Verbrauch VAGCOM,,,
#,,UPM,Torque,Fuel Consumption,Torque,,number of rotations,Bin/Bits,Load,Bin/Bits,,,Timestep,Time,Time,Position,Speed,Acceleration,Consumption VAGCOM,,,,,,,,,,,,,,,,,,,,
#,TIME,,,,,TIME,,,,,TIME,,dt,t,t,s,v,a,bs,,v,v
#MARKER, STAMP, /min, Nm, l/h, Nm,STAMP, km/h,,%,,STAMP,,s,h,min,km,km/h,m/s2,l,,km/h,m/s
,726.71,1512,73.2,2.6,73.2,726.94,38,1000,22.7,0,,,0.44,0.20,11.90,7.00,37,0.30,0.31,,37.24,10.34
,727.16,1533,68.3,2.4,65.9,727.39,39,1000,22,0,,,0.45,0.20,11.91,7.01,38,0.30,0.31,,38.22,10.62
,727.61,1554,63.4,2.2,63.4,727.83,39,1000,22,0,,,0.45,0.20,11.91,7.01,38,0.31,0.31,,38.22,10.62
,728.06,1554,61,2,61,728.28,40,1000,19.2,0,,,0.45,0.20,11.92,7.02,39,0.00,0.31,,39.2,10.89
,728.5,1554,53.7,1.8,51.2,728.73,40,1000,16.5,0,,,0.44,0.20,11.93,7.02,39,-0.30,0.31,,39.2,10.89
,728.95,1533,43.9,1.4,43.9,729.18,40,1000,15.3,0,,,0.45,0.20,11.94,7.03,39,-0.30,0.31,,39.2,10.89
,729.4,1533,41.5,1.2,41.5,729.62,39,1000,14.9,0,,,0.45,0.20,11.94,7.03,38,0.00,0.31,,38.22,10.62
,729.85,1533,41.5,1.2,41.5,730.07,39,1000,4.7,0,,,0.45,0.20,11.95,7.04,38,0.00,0.31,,38.22,10.62
,730.3,1533,7.3,0.2,0,730.52,39,1000,0,0,,,0.45,0.20,11.96,7.04,38,-0.31,0.31,,38.22,10.62
,730.74,1491,0,0,0,730.97,39,1000,0,0,,,0.44,0.20,11.97,7.05,38,-0.60,0.31,,38.22,10.62
,731.19,1470,0,0,0,731.42,38,1001,0,0,,,0.45,0.20,11.97,7.05,37,-0.30,0.31,,37.24,10.34
,731.64,1449,0,0,0,731.86,37,1011,0,0,,,0.45,0.20,11.98,7.06,36,-0.60,0.31,,36.26,10.07
,732.09,1407,0,0,0,732.31,37,1011,0,0,,,0.45,0.20,11.99,7.06,36,-0.92,0.31,,36.26,10.07
,732.54,1386,0,0,0,732.76,35,1011,0,0,,,0.45,0.20,12.00,7.07,34,-1.22,0.31,,34.3,9.53
,732.98,1302,0,0,0,733.21,34,1111,0,0,,,0.44,0.20,12.00,7.07,33,-1.51,0.31,,33.32,9.26
,733.43,819,36.6,0.4,0,733.66,31,1111,0,0,,,0.45,0.20,12.01,7.07,30,-1.51,0.31,,30.38,8.44
,733.88,819,41.5,0.6,0,734.1,29,1111,0,0,,,0.45,0.20,12.02,7.08,28,-1.81,0.31,,28.42,7.89
,734.33,819,41.5,0.6,0,734.55,26,1111,0,0,,,0.45,0.20,12.03,7.08,25,-1.53,0.31,,25.48,7.08
,734.78,819,41.5,0.6,0,735,23,1111,0,0,,,0.45,0.20,12.03,7.08,23,-1.22,0.31,,22.54,6.26
,735.22,819,41.5,0.6,0,735.45,21,1111,0,0,,,0.44,0.20,12.04,7.09,21,-1.21,0.31,,20.58,5.72
,735.67,819,41.5,0.6,0,735.9,19,1111,0,0,,,0.45,0.20,12.05,7.09,19,-0.91,0.31,,18.62,5.17
,736.12,819,41.5,0.6,0,736.34,17,1111,0,0,,,0.45,0.20,12.06,7.09,17,-0.91,0.31,,16.66,4.63
,736.57,819,41.5,0.6,0,736.79,16,1111,0,0,,,0.45,0.20,12.06,7.09,16,-1.22,0.31,,15.68,4.36
,737.02,819,41.5,0.6,0,737.24,14,1111,0,0,,,0.45,0.20,12.07,7.09,14,-1.53,0.31,,13.72,3.81
,737.46,819,41.5,0.6,0,737.69,12,1111,0,0,,,0.44,0.20,12.08,7.09,12,-1.81,0.31,,11.76,3.27
,737.91,819,41.5,0.6,0,738.14,9,1111,0,0,,,0.45,0.20,12.09,7.10,9,-1.81,0.31,,8.82,2.45
,738.36,840,41.5,0.6,0,738.58,6,1111,0,0,,,0.45,0.20,12.09,7.10,6,-1.21,0.31,,5.88,1.63
,738.81,819,41.5,0.6,0,739.03,3,1111,0,0,,,0.45,0.20,12.10,7.10,3,-0.60,0.31,,2.94,0.82
,739.26,819,41.5,0.6,0,739.48,2,1111,0,0,,,0.45,0.20,12.11,7.10,2,-0.60,0.31,,1.96,0.54
,739.72,819,41.5,0.6,0,739.94,1,1111,0,0,,,0.46,0.20,12.12,7.10,1,-0.31,0.31,,0.98,0.27
,740.17,819,41.5,0.6,0,740.39,0,1111,0,0,,,0.45,0.20,12.12,7.10,0,0.00,0.31,,0,0.00
,740.61,819,41.5,0.6,0,740.84,0,1100,6.7,0,,,0.44,0.20,12.13,7.10,0,0.30,0.32,,0,0.00
,741.06,1113,56.1,1.2,58.6,741.29,0,1100,10.6,0,,,0.45,0.20,12.14,7.10,0,0.91,0.32,,0,0.00
,741.51,1008,80.5,1.8,73.2,741.73,1,1100,10.6,0,,,0.45,0.20,12.15,7.10,1,1.20,0.32,,0.98,0.27
,741.96,1008,85.4,1.8,75.6,742.18,3,1100,10.6,0,,,0.45,0.20,12.15,7.10,3,1.20,0.32,,2.94,0.82
,742.42,987,92.7,2,80.5,742.65,5,1100,10.6,0,,,0.46,0.20,12.16,7.10,5,1.20,0.32,,4.9,1.36
,742.87,987,87.8,1.8,70.8,743.11,7,1100,10.6,0,,,0.45,0.20,12.17,7.10,7,0.88,0.32,,6.86,1.91
,743.33,1050,56.1,1.2,56.1,743.56,9,1100,10.6,0,,,0.46,0.20,12.18,7.10,9,0.30,0.32,,8.82,2.45
,743.8,1134,51.2,1.2,48.8,744.02,10,1100,10.6,0,,,0.47,0.20,12.18,7.10,10,0.00,0.32,,9.8,2.72
,744.25,1155,48.8,1,46.4,744.49,10,1100,10.6,0,,,0.45,0.20,12.19,7.10,10,0.00,0.32,,9.8,2.72
,744.71,1176,46.4,1,46.4,744.93,10,1000,11.4,0,,,0.46,0.20,12.20,7.10,10,0.30,0.32,,9.8,2.72
,745.16,1176,46.4,1,48.8,745.38,10,1000,11.4,0,,,0.45,0.20,12.21,7.11,10,0.30,0.32,,9.8,2.72
,745.61,1197,46.4,1,46.4,745.85,11,1000,11.4,0,,,0.45,0.20,12.21,7.11,11,0.00,0.32,,10.78,2.99
,746.07,1197,46.4,1,46.4,746.29,11,1000,11.4,0,,,0.46,0.20,12.22,7.11,11,0.00,0.32,,10.78,2.99
,746.52,1218,43.9,1,46.4,746.74,11,1000,11.4,0,,,0.45,0.20,12.23,7.11,11,0.00,0.32,,10.78,2.99
,746.97,1218,43.9,1,43.9,747.19,11,1000,10.6,0,,,0.45,0.20,12.24,7.11,11,-0.31,0.32,,10.78,2.99
,747.41,1197,43.9,1,39,747.64,11,1000,0,0,,,0.44,0.20,12.24,7.11,11,-0.30,0.32,,10.78,2.99
,747.86,1008,4.9,0,0,748.09,10,1100,0,0,,,0.45,0.20,12.25,7.11,10,0.00,0.32,,9.8,2.72
,748.31,798,36.6,0.6,0,748.53,10,1100,0,0,,,0.45,0.20,12.26,7.11,10,-0.30,0.32,,9.8,2.72
,748.76,819,41.5,0.6,0,748.98,10,1111,0,0,,,0.45,0.20,12.27,7.12,10,-0.31,0.32,,9.8,2.72
,749.21,819,41.5,0.6,0,749.43,9,1111,0,0,,,0.45,0.20,12.27,7.12,9,0.00,0.32,,8.82,2.45
,749.65,819,41.5,0.6,0,749.88,9,1111,0,0,,,0.44,0.20,12.28,7.12,9,-0.30,0.32,,8.82,2.45
,750.1,819,41.5,0.6,0,750.33,9,1111,0,0,,,0.45,0.20,12.29,7.12,9,-0.30,0.32,,8.82,2.45
,750.55,840,39,0.6,0,750.77,8,1111,0,0,,,0.45,0.20,12.30,7.12,8,-0.30,0.32,,7.84,2.18
,751,819,41.5,0.6,0,751.22,8,1111,0,0,,,0.45,0.21,12.30,7.12,8,-0.31,0.32,,7.84,2.18
,751.45,819,41.5,0.6,0,751.67,7,1111,0,0,,,0.45,0.21,12.31,7.12,7,0.00,0.32,,6.86,1.91
,751.89,840,39,0.6,0,752.12,7,1111,0,0,,,0.44,0.21,12.32,7.12,7,-0.30,0.32,,6.86,1.91
,752.34,819,41.5,0.6,0,752.56,7,1111,0,0,,,0.45,0.21,12.33,7.12,7,-0.30,0.32,,6.86,1.91
,752.79,819,41.5,0.6,0,753.01,6,1111,0,0,,,0.45,0.21,12.33,7.12,6,-0.31,0.32,,5.88,1.63
,753.24,840,39,0.6,0,753.46,6,1111,0,0,,,0.45,0.21,12.34,7.12,6,-0.31,0.32,,5.88,1.63
,753.68,819,41.5,0.6,0,753.91,5,1111,0,0,,,0.44,0.21,12.35,7.13,5,-0.30,0.32,,4.9,1.36
,754.13,840,39,0.6,0,754.36,5,1111,0,0,,,0.45,0.21,12.36,7.13,5,-0.30,0.32,,4.9,1.36
,754.58,819,41.5,0.6,0,754.8,4,1111,0,0,,,0.45,0.21,12.36,7.13,4,0.00,0.32,,3.92,1.09
,755.03,819,41.5,0.6,0,755.25,4,1111,0,0,,,0.45,0.21,12.37,7.13,4,-0.30,0.32,,3.92,1.09
,755.48,840,39,0.6,0,755.7,4,1100,0,0,,,0.45,0.21,12.38,7.13,4,-0.30,0.32,,3.92,1.09
,755.94,819,41.5,0.6,0,756.16,3,1100,0,0,,,0.46,0.21,12.39,7.13,3,0.00,0.32,,2.94,0.82
,756.39,819,41.5,0.6,0,756.61,3,1100,0,0,,,0.45,0.21,12.39,7.13,3,-0.31,0.32,,2.94,0.82
,756.84,819,41.5,0.6,0,757.06,3,1100,0,0,,,0.45,0.21,12.40,7.13,3,-0.31,0.32,,2.94,0.82
,757.28,819,41.5,0.6,0,757.51,2,1100,0,0,,,0.44,0.21,12.41,7.13,2,0.00,0.32,,1.96,0.54
,757.73,819,41.5,0.6,0,757.97,2,1100,0,0,,,0.45,0.21,12.42,7.13,2,0.00,0.32,,1.96,0.54
,758.2,819,43.9,0.6,0,758.42,2,1100,0,0,,,0.47,0.21,12.42,7.13,2,0.00,0.32,,1.96,0.54
,758.64,819,46.4,0.8,0,758.87,2,1100,0,0,,,0.44,0.21,12.43,7.13,2,0.00,0.32,,1.96,0.54
,759.09,819,48.8,0.8,0,759.32,2,1100,0,0,,,0.45,0.21,12.44,7.13,2,0.30,0.32,,1.96,0.54
,759.54,819,48.8,0.8,0,759.76,2,1100,0,0,,,0.45,0.21,12.45,7.13,2,0.30,0.32,,1.96,0.54
,759.99,819,48.8,0.8,0,760.21,3,1100,0,0,,,0.45,0.21,12.45,7.13,3,0.00,0.32,,2.94,0.82
,760.44,840,46.4,0.8,0,760.66,3,1100,0,0,,,0.45,0.21,12.46,7.13,3,-0.31,0.32,,2.94,0.82
,760.88,840,39,0.6,0,761.11,3,1111,0,0,,,0.44,0.21,12.47,7.13,3,-0.30,0.32,,2.94,0.82
,761.33,819,41.5,0.6,0,761.56,2,1111,0,0,,,0.45,0.21,12.48,7.13,2,-0.30,0.32,,1.96,0.54
,761.78,819,41.5,0.6,0,762,2,1111,0,0,,,0.45,0.21,12.48,7.13,2,-0.60,0.32,,1.96,0.54
,762.23,819,41.5,0.6,0,762.45,1,1111,0,0,,,0.45,0.21,12.49,7.13,1,-0.31,0.32,,0.98,0.27
,762.68,819,41.5,0.6,0,762.9,0,1111,0,0,,,0.45,0.21,12.50,7.13,0,0.00,0.32,,0,0.00
,763.12,819,41.5,0.6,0,763.35,0,1111,0,0,,,0.44,0.21,12.51,7.13,0,0.00,0.32,,0,0.00
,763.57,819,41.5,0.6,0,763.8,0,1111,0,0,,,0.45,0.21,12.51,7.13,0,0.00,0.32,,0,0.00
,764.02,819,41.5,0.6,0,764.24,0,1111,0,0,,,0.45,0.21,12.52,7.13,0,0.00,0.32,,0,0.00
,764.47,819,41.5,0.6,0,764.69,0,1111,0,0,,,0.45,0.21,12.53,7.13,0,0.00,0.32,,0,0.00
,764.91,819,41.5,0.6,0,765.14,0,1111,0,0,,,0.44,0.21,12.54,7.13,0,0.00,0.32,,0,0.00
,765.36,819,41.5,0.6,0,765.59,0,1111,0,0,,,0.45,0.21,12.54,7.13,0,0.00,0.32,,0,0.00
,765.81,819,41.5,0.6,0,766.03,0,1111,0,0,,,0.45,0.21,12.55,7.13,0,0.00,0.32,,0,0.00
,766.26,819,41.5,0.6,0,766.48,0,1111,0,0,,,0.45,0.21,12.56,7.13,0,0.00,0.32,,0,0.00
,766.71,819,41.5,0.6,0,766.93,0,1111,0,0,,,0.45,0.21,12.57,7.13,0,0.00,0.32,,0,0.00
,767.15,819,41.5,0.6,0,767.38,0,1111,0,0,,,0.44,0.21,12.57,7.13,0,0.00,0.32,,0,0.00
,767.6,819,41.5,0.6,0,767.83,0,1111,0,0,,,0.45,0.21,12.58,7.13,0,0.00,0.32,,0,0.00
,768.05,840,39,0.6,0,768.27,0,1011,0,0,,,0.45,0.21,12.59,7.13,0,0.00,0.32,,0,0.00
,768.5,819,41.5,0.6,0,768.72,0,1011,0,0,,,0.45,0.21,12.60,7.13,0,0.00,0.32,,0,0.00
,768.95,819,41.5,0.6,0,769.17,0,1011,0,0,,,0.45,0.21,12.60,7.13,0,0.00,0.32,,0,0.00
,769.39,819,41.5,0.6,0,769.62,0,1011,0,0,,,0.44,0.21,12.61,7.13,0,0.00,0.32,,0,0.00
,769.84,819,41.5,0.6,0,770.07,0,1011,0,0,,,0.45,0.21,12.62,7.13,0,0.00,0.32,,0,0.00
,770.29,819,41.5,0.6,0,770.51,0,1011,0,0,,,0.45,0.21,12.63,7.13,0,0.00,0.32,,0,0.00
,770.74,819,41.5,0.6,0,770.96,0,1011,0,0,,,0.45,0.21,12.63,7.13,0,0.00,0.32,,0,0.00
,771.19,819,41.5,0.6,0,771.41,0,1011,0,0,,,0.45,0.21,12.64,7.13,0,0.00,0.32,,0,0.00
,771.63,819,41.5,0.6,0,771.86,0,1011,0,0,,,0.44,0.21,12.65,7.13,0,0.00,0.32,,0,0.00
,772.08,819,41.5,0.6,0,772.31,0,1011,0,0,,,0.45,0.21,12.66,7.13,0,0.00,0.32,,0,0.00
,772.53,819,41.5,0.6,0,772.75,0,1011,0,0,,,0.45,0.21,12.66,7.13,0,0.00,0.32,,0,0.00
,772.98,819,41.5,0.6,0,773.2,0,1011,0,0,,,0.45,0.21,12.67,7.13,0,0.00,0.32,,0,0.00
,773.43,819,41.5,0.6,0,773.65,0,1011,0,0,,,0.45,0.21,12.68,7.13,0,0.00,0.32,,0,0.00
,773.87,819,41.5,0.6,0,774.1,0,1011,0,0,,,0.44,0.21,12.69,7.13,0,0.00,0.32,,0,0.00
,774.32,819,41.5,0.6,0,774.55,0,1011,0,0,,,0.45,0.21,12.69,7.13,0,0.00,0.32,,0,0.00
,774.77,819,41.5,0.6,0,774.99,0,1011,0,0,,,0.45,0.21,12.70,7.13,0,0.00,0.32,,0,0.00
,775.22,819,41.5,0.6,0,775.44,0,1011,0,0,,,0.45,0.21,12.71,7.13,0,0.00,0.32,,0,0.00
,775.67,819,41.5,0.6,0,775.89,0,1011,0,0,,,0.45,0.21,12.72,7.13,0,0.00,0.32,,0,0.00
,776.11,819,41.5,0.6,0,776.34,0,1011,0,0,,,0.44,0.21,12.72,7.13,0,0.00,0.32,,0,0.00
,776.56,819,41.5,0.6,0,776.78,0,1011,0,0,,,0.45,0.21,12.73,7.13,0,0.00,0.32,,0,0.00
,777.01,819,41.5,0.6,0,777.23,0,1011,0,0,,,0.45,0.21,12.74,7.13,0,0.00,0.32,,0,0.00
,777.46,819,41.5,0.6,0,777.68,0,1011,0,0,,,0.45,0.21,12.75,7.13,0,0.00,0.32,,0,0.00
,777.9,819,41.5,0.6,0,778.13,0,1011,0,0,,,0.44,0.21,12.75,7.13,0,0.00,0.32,,0,0.00
,778.35,819,41.5,0.6,0,778.58,0,1011,0,0,,,0.45,0.21,12.76,7.13,0,0.00,0.32,,0,0.00
,778.8,819,41.5,0.6,0,779.02,0,1011,0,0,,,0.45,0.21,12.77,7.13,0,0.00,0.32,,0,0.00
,779.25,819,41.5,0.6,0,779.47,0,1011,0,0,,,0.45,0.21,12.78,7.13,0,0.00,0.32,,0,0.00
,779.7,840,39,0.6,0,779.92,0,1011,0,0,,,0.45,0.21,12.78,7.13,0,0.00,0.32,,0,0.00
,780.14,819,41.5,0.6,0,780.37,0,1011,0,0,,,0.44,0.21,12.79,7.13,0,0.00,0.32,,0,0.00
,780.59,819,39,0.6,0,780.82,0,1011,0,0,,,0.45,0.21,12.80,7.13,0,0.00,0.32,,0,0.00
,781.04,819,41.5,0.6,0,781.26,0,1011,0,0,,,0.45,0.21,12.81,7.13,0,0.00,0.32,,0,0.00
,781.49,819,41.5,0.6,0,781.71,0,1011,0,0,,,0.45,0.21,12.81,7.13,0,0.00,0.32,,0,0.00
,781.94,819,41.5,0.6,0,782.16,0,1011,0,0,,,0.45,0.21,12.82,7.13,0,0.00,0.32,,0,0.00
,782.38,819,41.5,0.6,0,782.61,0,1111,0,0,,,0.44,0.21,12.83,7.13,0,0.00,0.32,,0,0.00
,782.83,819,41.5,0.6,0,783.06,0,1111,0,0,,,0.45,0.21,12.84,7.13,0,0.00,0.32,,0,0.00
,783.28,819,41.5,0.6,0,783.5,0,1100,0,0,,,0.45,0.21,12.84,7.13,0,0.00,0.32,,0,0.00
,783.73,819,41.5,0.6,0,783.95,0,1100,0,0,,,0.45,0.21,12.85,7.13,0,0.00,0.32,,0,0.00
,784.18,819,41.5,0.6,0,784.4,0,1100,0,0,,,0.45,0.21,12.86,7.13,0,0.00,0.32,,0,0.00
,784.62,819,41.5,0.6,0,784.85,0,1100,0,0,,,0.44,0.21,12.86,7.13,0,0.00,0.32,,0,0.00
,785.07,819,41.5,0.6,0,785.3,0,1100,0,0,,,0.45,0.21,12.87,7.13,0,0.00,0.32,,0,0.00
,785.52,840,39,0.6,0,785.74,0,1100,0,0,,,0.45,0.21,12.88,7.13,0,0.00,0.32,,0,0.00
,785.97,840,39,0.6,0,786.19,0,1100,0,0,,,0.45,0.21,12.89,7.13,0,0.00,0.32,,0,0.00
,786.42,819,41.5,0.6,0,786.64,0,1100,0,0,,,0.45,0.21,12.89,7.13,0,0.00,0.32,,0,0.00
,786.86,819,41.5,0.6,0,787.09,0,1100,0,0,,,0.44,0.22,12.90,7.13,0,0.00,0.32,,0,0.00
,787.31,819,41.5,0.6,0,787.54,0,1100,0,0,,,0.45,0.22,12.91,7.13,0,0.00,0.32,,0,0.00
,787.76,819,41.5,0.6,0,787.98,0,1100,0,0,,,0.45,0.22,12.92,7.13,0,0.00,0.32,,0,0.00
,788.21,819,39,0.6,0,788.43,0,1100,0,0,,,0.45,0.22,12.92,7.13,0,0.00,0.32,,0,0.00
,788.65,819,41.5,0.6,0,788.88,0,1100,0,0,,,0.44,0.22,12.93,7.13,0,0.00,0.32,,0,0.00
,789.1,819,41.5,0.6,0,789.33,0,1100,0,0,,,0.45,0.22,12.94,7.13,0,0.00,0.32,,0,0.00
,789.55,819,41.5,0.6,0,789.77,0,1100,0,0,,,0.45,0.22,12.95,7.13,0,0.00,0.32,,0,0.00
,790,819,41.5,0.6,0,790.22,0,1100,0,0,,,0.45,0.22,12.95,7.13,0,0.00,0.32,,0,0.00
,790.45,819,41.5,0.6,0,790.67,0,1100,0,0,,,0.45,0.22,12.96,7.13,0,0.00,0.32,,0,0.00
,790.89,819,39,0.6,0,791.12,0,1100,0,0,,,0.44,0.22,12.97,7.13,0,0.00,0.32,,0,0.00
,791.34,819,41.5,0.6,0,791.57,0,1100,0,0,,,0.45,0.22,12.98,7.13,0,0.00,0.32,,0,0.00
,791.79,819,41.5,0.6,0,792.01,0,1100,0,0,,,0.45,0.22,12.98,7.13,0,0.00,0.32,,0,0.00
,792.24,819,39,0.6,0,792.46,0,1100,0,0,,,0.45,0.22,12.99,7.13,0,0.00,0.32,,0,0.00
,792.69,819,41.5,0.6,0,792.91,0,1100,0,0,,,0.45,0.22,13.00,7.13,0,0.00,0.33,,0,0.00
,793.13,819,41.5,0.6,0,793.36,0,1100,0,0,,,0.44,0.22,13.01,7.13,0,0.00,0.33,,0,0.00
,793.58,840,39,0.6,0,793.81,0,1000,0,0,,,0.45,0.22,13.01,7.13,0,0.00,0.33,,0,0.00
,794.03,819,41.5,0.6,0,794.25,0,1000,0,0,,,0.45,0.22,13.02,7.13,0,0.00,0.33,,0,0.00
,794.48,819,41.5,0.6,0,794.7,0,1000,0,0,,,0.45,0.22,13.03,7.13,0,0.00,0.33,,0,0.00
,794.93,819,39,0.6,0,795.15,0,1000,0,0,,,0.45,0.22,13.04,7.13,0,0.00,0.33,,0,0.00
,795.37,819,41.5,0.6,0,795.6,0,1000,0,0,,,0.44,0.22,13.04,7.13,0,0.00,0.33,,0,0.00
,795.82,819,41.5,0.6,0,796.05,0,1000,0,0,,,0.45,0.22,13.05,7.13,0,0.00,0.33,,0,0.00
,796.27,840,39,0.6,0,796.49,0,1000,0,0,,,0.45,0.22,13.06,7.13,0,0.00,0.33,,0,0.00
,796.72,819,41.5,0.6,0,796.94,0,1000,0,0,,,0.45,0.22,13.07,7.13,0,0.00,0.33,,0,0.00
,797.17,819,41.5,0.6,0,797.39,0,1000,0,0,,,0.45,0.22,13.07,7.13,0,0.00,0.33,,0,0.00
,797.61,819,41.5,0.6,0,797.84,0,1000,0,0,,,0.44,0.22,13.08,7.13,0,0.00,0.33,,0,0.00
,798.06,819,41.5,0.6,0,798.29,0,1000,0,0,,,0.45,0.22,13.09,7.13,0,0.00,0.33,,0,0.00
,798.51,819,39,0.6,0,798.73,0,1000,0,0,,,0.45,0.22,13.10,7.13,0,0.00,0.33,,0,0.00
,798.96,819,39,0.6,0,799.18,0,1100,0,0,,,0.45,0.22,13.10,7.13,0,0.00,0.33,,0,0.00
,799.41,819,41.5,0.6,0,799.63,0,1100,0,0,,,0.45,0.22,13.11,7.13,0,0.00,0.33,,0,0.00
,799.85,819,39,0.6,0,800.08,0,1100,4.7,0,,,0.44,0.22,13.12,7.13,0,0.60,0.33,,0,0.00
,800.3,1029,80.5,1.8,78.1,800.52,0,1100,14.5,0,,,0.45,0.22,13.13,7.13,0,1.21,0.33,,0,0.00
,800.75,987,117.1,2.6,102.5,800.97,2,1100,20,0,,,0.45,0.22,13.13,7.13,2,1.53,0.33,,1.96,0.54
,801.2,1050,117.1,2.8,117.1,801.42,4,1100,27.1,0,,,0.45,0.22,13.14,7.13,4,2.14,0.33,,3.92,1.09
,801.64,1155,124.4,3.4,124.4,801.87,7,1100,32.9,0,,,0.44,0.22,13.15,7.13,7,2.07,0.33,,6.86,1.91
,802.09,1344,139.1,4.4,151.3,802.33,11,1100,42.7,0,,,0.45,0.22,13.16,7.13,11,1.20,0.33,,10.78,2.99
,802.56,1680,107.4,4.4,102.5,802.78,14,1100,0,0,,,0.47,0.22,13.16,7.14,14,0.61,0.33,,13.72,3.81
,803,1428,4.9,0.2,0,803.23,15,1100,0,0,,,0.44,0.22,13.17,7.14,15,0.91,0.33,,14.7,4.08
,803.45,1008,90.3,2,134.2,803.68,16,1100,46.7,0,,,0.45,0.22,13.18,7.14,16,1.51,0.33,,15.68,4.36
,803.9,1113,175.7,4.8,251.3,804.12,18,1100,56.1,0,,,0.45,0.22,13.19,7.14,18,1.79,0.33,,17.64,4.90
,804.35,1302,207.4,6.2,241.6,804.57,21,1000,56.5,0,,,0.45,0.22,13.19,7.15,21,1.79,0.33,,20.58,5.72
,804.81,1491,219.6,7.6,209.8,805.04,24,1000,51.4,0,,,0.46,0.22,13.20,7.15,24,1.50,0.33,,23.52,6.53
,805.26,1680,158.6,6.4,148.8,805.5,27,1000,16.1,0,,,0.45,0.22,13.21,7.15,26,0.59,0.33,,26.46,7.35
,805.72,1575,2.4,0,0,805.95,29,1100,0,0,,,0.46,0.22,13.22,7.16,28,0.00,0.33,,28.42,7.89
,806.19,1050,2.4,0,0,806.41,29,1100,15.3,0,,,0.47,0.22,13.22,7.16,28,0.30,0.33,,28.42,7.89
,806.64,1155,126.9,3.2,114.7,806.88,29,1100,45.1,0,,,0.45,0.22,13.23,7.16,28,0.89,0.33,,28.42,7.89
,807.1,1197,185.4,5.4,185.4,807.32,30,1000,44.3,0,,,0.46,0.22,13.24,7.17,29,1.20,0.33,,29.4,8.17
,807.56,1260,175.7,5.2,173.2,807.79,32,1000,44.3,0,,,0.46,0.22,13.25,7.17,31,0.91,0.33,,31.36,8.71
,808.01,1323,168.4,5.2,165.9,808.24,34,1000,43.5,0,,,0.45,0.22,13.25,7.17,33,0.60,0.33,,33.32,9.26
,808.46,1386,161,5.2,158.6,808.68,35,1000,40.8,0,,,0.45,0.22,13.26,7.18,34,0.60,0.34,,34.3,9.53
,808.91,1428,139.1,4.6,134.2,809.13,36,1000,37.3,0,,,0.45,0.22,13.27,7.18,35,0.61,0.34,,35.28,9.80
,809.36,1470,117.1,4,114.7,809.58,37,1000,34.5,0,,,0.45,0.22,13.28,7.19,36,0.92,0.34,,36.26,10.07
,809.8,1512,109.8,3.8,112.2,810.03,38,1000,34.5,0,,,0.44,0.22,13.28,7.19,37,0.91,0.34,,37.24,10.34
,810.25,1554,109.8,4,109.8,810.48,40,1000,34.5,0,,,0.45,0.22,13.29,7.20,39,0.60,0.34,,39.2,10.89
,810.7,1596,104.9,3.8,104.9,810.92,41,1000,34.5,0,,,0.45,0.22,13.30,7.20,40,0.60,0.34,,40.18,11.16
,811.15,1638,102.5,4,102.5,811.37,42,1000,34.5,0,,,0.45,0.22,13.31,7.21,41,0.31,0.34,,41.16,11.43
,811.6,1659,102.5,4,102.5,811.82,43,1000,27.8,0,,,0.45,0.22,13.31,7.21,42,0.00,0.34,,42.14,11.71
,812.04,1575,7.3,0.2,0,812.27,43,1100,0,0,,,0.44,0.22,13.32,7.22,42,0.00,0.34,,42.14,11.71
,812.49,1134,4.9,0,0,812.71,43,1100,8.6,0,,,0.45,0.22,13.33,7.22,42,0.00,0.34,,42.14,11.71
,812.94,1281,65.9,1.8,83,813.16,43,1100,33.3,0,,,0.45,0.22,13.34,7.23,42,0.31,0.34,,42.14,11.71
,813.39,1197,129.3,3.6,129.3,813.61,43,1000,31.4,0,,,0.45,0.22,13.34,7.23,42,0.31,0.34,,42.14,11.71
,813.83,1239,114.7,3.2,109.8,814.06,44,1000,24.3,0,,,0.44,0.22,13.35,7.24,43,0.30,0.34,,43.12,11.98
,814.28,1239,87.8,2.4,83,814.51,44,1000,18.4,0,,,0.45,0.22,13.36,7.24,43,0.30,0.34,,43.12,11.98
,814.73,1239,70.8,2,68.3,814.95,45,1000,17.6,0,,,0.45,0.22,13.37,7.25,44,0.00,0.34,,44.1,12.25
,815.18,1260,68.3,1.8,65.9,815.41,45,1000,9.8,0,,,0.45,0.22,13.37,7.25,44,0.00,0.34,,44.1,12.25
,815.63,1260,34.2,0.8,0,815.85,45,1000,0,0,,,0.45,0.22,13.38,7.26,44,-0.30,0.34,,44.1,12.25
,816.07,1239,0,0,0,816.31,45,1000,0,0,,,0.44,0.22,13.39,7.27,44,-0.30,0.34,,44.1,12.25
,816.54,1239,0,0,0,816.76,44,1000,0,0,,,0.47,0.22,13.40,7.27,43,-0.31,0.34,,43.12,11.98
